QualityArea,OverallQual,GarageCars,BsmtQual,KitchenQual,MSSubClass,TotalBath,Fireplaces,ExterQual,LotArea,HouseAge,BsmtExposure,OverallCond,RemodAge,TotalSF,ScreenPorch,Functional,MasVnrArea,WoodDeckSF,TotRmsAbvGrd,BsmtFinType1,BsmtFullBath,HeatingQC,1stFlrSF,GarageType,LotShape,RoofStyle,LotFrontage,SaleCondition,BsmtFinSF1,HouseStyle,BldgType,KitchenAbvGr,Neighborhood,Exterior1st,YearBuilt
4740,5,1,3,3,20,1.0,0,3,8978,39,3,5,39,1896,0,6,0.0,147,6,5,0,4,948,1,0,1,70.5,3,0,2,0,1,19,9,1968
5890,5,2,2,2,20,2.0,1,3,10000,35,3,6,8,2354,0,6,0.0,224,5,1,0,2,1178,1,3,1,80.0,4,1084,2,0,1,14,6,1973
13881,7,2,2,2,60,2.5,1,2,10762,10,3,5,10,2961,0,6,0.0,0,9,2,0,0,1005,1,0,1,65.0,4,694,5,0,1,8,12,1999
8640,5,2,3,3,90,4.0,0,3,9297,30,3,5,30,3456,0,6,0.0,0,8,0,2,4,1728,5,3,1,63.0,3,1606,2,2,2,11,9,1976
3820,5,2,1,3,30,1.0,0,3,5232,83,3,5,4,1444,0,6,0.0,0,4,5,0,2,764,5,2,1,30.0,4,0,2,0,1,17,13,1925
3952,4,1,2,3,180,2.0,0,3,1596,36,1,5,36,1450,0,6,0.0,120,5,2,1,4,526,3,3,1,21.0,4,462,7,3,1,10,5,1973
7344,6,2,2,2,160,2.5,0,2,3000,0,0,5,0,1836,0,6,76.0,0,4,2,0,0,612,5,3,1,30.0,5,294,5,4,1,21,12,2009
5922,6,1,3,3,160,1.5,1,3,1680,34,3,5,34,1470,0,6,297.0,0,5,5,0,4,483,1,3,1,21.0,4,0,5,3,1,2,6,1972
13356,7,2,2,2,60,3.5,1,2,8750,14,3,5,13,2823,0,6,0.0,144,8,2,1,0,933,1,3,1,70.0,4,642,5,0,1,5,12,1994
5720,5,1,3,3,20,2.0,0,3,9571,54,0,6,54,2288,0,6,0.0,44,6,1,1,4,1144,1,3,1,68.0,4,739,2,0,1,7,13,1956
6192,6,2,2,3,80,2.5,1,3,10395,29,0,6,29,2064,0,6,233.0,0,6,0,0,4,1032,1,0,1,80.0,4,605,7,0,1,14,6,1978
12360,6,2,2,3,60,3.0,1,2,10029,19,3,5,18,3211,192,6,268.0,0,8,2,0,4,1164,1,0,1,97.0,4,831,5,0,1,4,9,1988
5570,5,2,3,2,20,2.5,0,3,13695,4,3,5,4,2228,0,6,0.0,0,6,2,1,0,1114,5,3,1,66.0,4,646,2,0,1,20,12,2004
10344,6,2,2,3,80,2.5,1,3,17871,42,0,5,33,3404,0,6,359.0,0,7,0,1,1,1724,1,0,1,80.0,4,528,7,0,1,14,6,1967
7308,6,1,3,3,160,2.0,0,3,1680,34,3,7,34,1890,0,6,281.0,0,7,1,0,2,672,5,3,1,21.0,4,317,5,3,1,2,6,1972
3364,4,1,3,3,20,1.0,0,1,8400,59,3,4,59,1562,0,6,0.0,250,4,5,0,2,841,4,3,1,60.0,4,0,2,0,1,20,13,1950
8704,8,2,2,2,120,1.5,0,2,3696,21,3,5,21,2162,0,6,0.0,0,5,5,0,0,1088,1,3,1,53.5,4,0,2,4,1,22,6,1986
4320,5,1,3,3,20,2.0,0,2,7000,31,3,8,4,1728,0,6,90.0,0,6,0,1,0,864,1,0,1,70.0,4,646,2,0,1,5,12,1978
14608,8,3,2,2,20,3.0,1,2,11302,1,1,5,0,3640,120,6,238.0,180,7,2,1,0,1826,1,0,1,69.0,5,1422,2,0,1,22,12,2005
5555,5,1,3,1,75,1.0,0,3,7200,87,3,7,11,1641,0,6,0.0,0,6,5,0,4,581,5,3,1,60.0,4,0,4,0,1,9,8,1920
4560,5,2,3,2,20,2.0,0,3,8872,43,3,8,0,1824,0,6,300.0,0,5,0,1,0,912,5,3,1,72.0,4,595,2,0,1,12,12,1965
18160,8,3,2,2,60,2.5,1,2,11764,11,3,7,3,3422,0,6,348.0,132,9,2,0,0,1164,1,0,1,92.0,4,524,5,0,1,15,12,1999
4615,5,1,3,3,20,2.0,0,3,6951,24,3,5,23,1799,0,6,0.0,362,5,0,1,4,923,1,0,1,37.0,4,658,2,0,1,11,6,1984
4550,5,2,3,2,20,1.0,0,2,8892,55,0,7,12,1015,0,6,0.0,196,5,5,0,2,910,1,3,1,74.0,4,0,2,0,1,12,14,1953
3120,3,2,3,3,90,2.0,0,3,8544,59,3,4,59,1040,0,6,0.0,0,6,5,0,1,1040,5,3,1,60.0,4,0,2,2,2,12,3,1950
5496,4,1,3,3,50,1.0,0,1,5400,89,3,6,59,2214,0,6,0.0,0,6,0,0,0,840,5,3,1,90.0,4,315,0,0,1,17,4,1920
19089,9,3,0,0,20,2.5,1,0,14450,1,1,5,0,4242,142,6,315.0,124,8,5,0,0,2121,1,3,1,107.0,5,0,2,0,1,16,5,2006
13713,7,2,2,2,60,2.5,1,2,11796,3,0,5,2,2806,0,6,0.0,100,8,5,0,0,847,3,0,1,59.0,4,0,5,0,1,8,12,2004
7695,5,2,3,3,50,1.5,0,3,6120,73,3,6,59,2466,0,6,0.0,112,5,5,0,4,1067,5,3,1,51.0,4,0,0,0,1,3,13,1936
6340,5,1,3,3,20,1.0,1,3,7800,56,3,6,56,2536,0,6,200.0,0,7,3,0,2,1268,1,3,1,78.0,4,540,2,0,1,12,6,1954
3840,4,1,3,1,30,1.0,0,3,6000,87,3,4,57,1920,0,6,0.0,0,5,0,0,2,960,5,3,3,50.0,4,250,2,0,1,17,8,1920
5485,5,2,2,3,20,1.5,0,3,10859,15,3,5,14,2194,0,6,0.0,392,6,5,0,0,1097,1,3,1,112.0,4,0,2,0,1,5,12,1994
12376,7,2,2,3,75,1.5,2,3,10800,92,2,7,36,2648,0,6,0.0,0,6,4,0,1,880,5,3,1,60.0,4,390,4,0,1,17,13,1914
10008,6,1,3,3,50,1.5,0,3,9600,59,3,8,4,2524,0,3,0.0,0,6,1,0,0,1112,1,3,1,80.0,4,120,0,0,1,12,12,1950
8352,6,2,1,3,20,2.0,2,3,13560,41,3,3,41,2784,0,1,216.0,0,5,5,1,2,1392,1,3,3,120.0,4,0,2,0,1,12,13,1968
8472,6,1,3,3,50,1.0,1,3,6000,70,3,6,59,2192,0,6,0.0,45,6,5,0,0,825,5,3,1,50.0,4,0,0,0,1,3,8,1939
13040,8,3,0,0,20,3.0,1,2,10226,1,1,5,1,3252,0,6,270.0,172,8,5,1,0,1630,1,0,1,61.0,4,0,2,0,1,5,12,2008
8687,7,2,2,2,120,2.5,0,2,4274,1,3,5,0,2482,0,6,0.0,0,4,2,1,0,1241,1,0,1,35.0,5,1106,2,4,1,21,12,2006
3840,5,2,2,3,85,2.0,0,3,7244,37,0,7,37,1536,0,6,0.0,104,5,0,1,0,768,5,3,1,54.0,4,619,6,0,1,11,12,1970
9840,6,2,3,2,20,2.0,1,2,14778,54,3,7,2,2936,0,6,72.0,108,7,1,1,0,1640,5,0,3,68.0,4,728,2,0,1,6,6,1954
11352,8,2,2,2,20,3.0,1,2,8089,0,0,6,0,2838,0,6,0.0,140,7,2,1,0,1419,1,3,1,60.0,5,945,2,0,1,22,8,2007
6000,5,0,2,3,90,6.0,0,3,10800,22,1,5,21,2400,0,6,0.0,120,5,2,3,4,1200,1,3,1,60.0,2,1200,2,2,1,7,9,1987
10353,7,2,3,2,60,2.5,0,3,7472,35,3,9,3,2204,0,6,138.0,0,7,0,1,2,725,1,0,1,74.5,4,626,5,0,1,12,6,1972
8484,6,2,2,3,20,2.0,1,0,11029,50,3,8,6,2598,190,2,0.0,0,6,0,1,0,1414,1,0,3,87.0,4,528,2,0,1,12,8,1958
6720,5,3,3,3,70,1.0,0,3,4571,92,3,5,58,1968,0,6,0.0,0,7,5,0,1,624,5,3,1,34.0,0,0,5,0,1,17,0,1916
11600,5,2,3,3,60,2.0,1,3,14762,58,3,6,56,2267,0,6,0.0,120,7,5,0,2,1547,1,1,1,65.0,4,0,5,0,1,8,9,1948
3152,4,0,3,3,30,1.0,2,3,7446,65,3,5,56,1576,0,6,0.0,0,4,4,0,4,788,1,3,1,52.0,0,266,2,0,1,3,14,1941
8646,6,2,3,3,160,2.5,1,3,2289,31,3,6,31,2296,0,6,0.0,28,7,0,0,4,855,1,3,1,24.0,4,311,5,3,1,13,9,1978
5184,6,1,3,3,20,1.0,0,3,9100,50,3,6,50,1728,0,6,0.0,0,5,4,0,0,864,5,3,3,70.0,4,612,2,0,1,12,13,1959
3456,4,2,3,3,20,1.0,0,3,9000,36,3,6,36,1728,0,6,0.0,0,5,0,0,4,864,5,3,1,60.0,4,616,2,0,1,12,6,1971
8880,5,3,3,3,90,3.0,0,3,11475,51,3,5,51,3360,0,6,95.0,0,9,5,1,4,1776,5,3,1,85.0,0,0,2,2,2,12,12,1958
5280,5,1,3,3,20,2.0,1,3,8450,42,3,6,42,2112,0,6,0.0,0,6,1,1,0,1056,1,3,1,65.0,4,775,2,0,1,12,12,1968
904,1,0,1,1,30,1.5,0,1,10020,87,1,1,59,1587,0,0,0.0,0,4,1,1,2,904,1,0,1,66.5,4,350,2,0,1,7,13,1922
10346,7,2,0,2,20,3.5,1,0,4403,1,0,5,1,2948,0,6,432.0,0,7,2,1,0,1478,1,1,1,73.5,5,578,2,0,1,21,8,2009
4815,3,1,1,3,50,2.0,0,2,5790,95,3,6,60,2445,0,6,0.0,0,8,5,0,2,840,5,3,2,60.0,4,0,5,0,2,17,12,1915
12530,7,2,2,2,60,3.5,0,2,9179,9,3,5,9,2663,0,6,158.0,0,7,2,1,0,882,1,0,1,68.0,0,633,5,0,1,5,12,1999
9340,5,2,3,2,60,3.5,1,3,10304,33,3,7,33,2648,0,6,44.0,448,9,0,1,0,1088,1,0,1,80.0,4,381,5,0,1,14,9,1976
7308,6,1,3,3,160,1.5,0,3,1890,34,3,5,34,1890,0,6,285.0,144,7,1,0,4,672,5,3,1,21.0,4,356,5,3,1,2,6,1973
20840,10,3,0,0,20,3.0,1,0,14803,1,0,5,0,4162,0,6,816.0,188,7,2,1,0,2084,1,3,3,114.0,5,1636,2,0,1,16,5,2007
8736,6,2,2,3,160,2.5,1,3,2280,33,3,6,33,2311,0,6,0.0,87,7,0,0,4,855,1,3,1,24.0,4,566,5,3,1,13,9,1976
6280,5,1,3,3,20,2.5,0,2,9937,43,3,6,43,2512,0,6,0.0,736,6,1,1,2,1256,1,3,1,75.0,4,830,2,0,1,7,6,1965
9054,6,2,2,2,60,3.5,1,2,7861,4,3,5,3,2292,0,6,0.0,100,7,2,1,0,807,1,0,1,65.0,4,457,5,0,1,8,12,2002
13920,6,1,3,2,70,3.5,1,3,7259,62,3,8,5,3348,0,6,0.0,224,9,0,1,0,1436,5,0,2,61.0,4,774,5,0,1,6,13,1945
15744,6,3,2,3,70,3.5,1,3,22420,89,3,6,57,3994,0,6,0.0,0,10,1,1,4,1370,5,0,3,86.0,4,1128,5,0,1,6,13,1918
8250,6,1,3,2,50,1.5,1,3,9000,70,3,6,57,2155,126,6,0.0,0,6,5,0,4,780,5,3,1,50.0,4,0,0,0,1,9,13,1937
6570,6,1,3,3,190,2.0,0,3,10382,48,1,5,48,1683,0,6,105.0,0,6,0,1,4,1095,1,3,3,75.0,4,513,7,1,1,12,6,1958
11000,5,0,3,3,90,5.0,0,3,8777,108,3,7,5,3472,0,6,0.0,0,9,0,2,2,1272,1,3,1,67.0,4,1084,0,2,2,7,8,1900
10458,7,2,2,2,20,3.0,1,2,12803,6,2,5,6,2988,0,6,99.0,192,6,2,1,0,1494,1,0,1,88.0,4,922,2,0,1,5,12,2002
5384,4,1,1,3,50,1.5,0,3,11767,97,3,7,7,1906,0,3,0.0,168,6,5,0,2,796,5,3,1,70.0,4,0,5,0,1,7,8,1910
3960,4,0,2,3,20,2.0,0,3,8070,13,3,5,12,1980,0,6,0.0,0,5,2,1,0,990,1,3,1,60.0,4,588,2,0,1,5,12,1994
14148,6,2,3,3,50,3.0,1,3,45600,100,3,8,11,3265,175,6,0.0,486,10,5,0,4,1307,5,1,1,75.0,4,0,0,0,1,4,13,1908
4165,5,1,3,2,20,1.0,0,3,5400,52,3,7,6,1666,0,6,0.0,0,4,4,0,0,833,5,3,1,90.0,4,415,2,0,1,17,8,1954
19856,8,3,2,2,60,2.5,1,2,12665,2,1,5,1,3576,0,6,245.0,144,9,5,0,0,1133,3,0,3,88.0,4,0,5,0,1,23,12,2005
16784,8,3,2,0,60,2.5,1,2,10240,1,2,5,1,3128,0,6,178.0,192,8,5,0,2,1038,1,3,1,80.0,4,0,5,0,1,16,12,2005
4495,5,1,3,2,20,1.0,0,3,7800,42,3,7,5,1763,0,6,89.0,64,5,0,0,0,899,1,3,3,65.0,4,450,2,0,1,19,6,1967
20916,9,3,0,0,60,4.0,2,0,11924,1,3,5,0,3499,0,6,286.0,147,11,2,1,0,1182,3,0,3,85.0,5,998,5,0,1,16,14,2005
4470,5,2,3,3,20,1.0,0,3,7200,37,0,5,37,1788,0,6,0.0,215,6,4,0,4,894,5,3,3,60.0,4,777,2,0,1,5,8,1972
9450,6,2,2,2,120,3.0,0,2,8012,15,3,5,15,3150,0,6,0.0,0,5,2,1,2,1575,1,3,1,50.0,4,430,2,4,1,20,9,1992
5088,6,2,2,2,120,2.0,1,2,4426,4,1,5,4,1696,0,6,147.0,149,3,2,1,0,848,1,3,1,70.0,4,697,2,4,1,5,12,2004
11830,7,1,3,3,75,1.0,1,3,8850,90,3,6,56,2505,0,6,0.0,0,7,5,0,0,815,5,0,1,65.0,4,0,4,0,1,17,8,1916
7375,5,1,3,3,160,2.0,1,3,2665,29,3,6,29,2232,0,6,0.0,104,6,0,0,0,925,1,3,1,41.0,4,548,5,4,1,10,5,1977
8172,6,2,2,2,120,2.0,1,2,7577,2,0,5,1,2724,0,6,256.0,192,6,0,0,0,1362,1,0,1,61.0,4,20,2,4,1,16,12,2005
11648,8,2,2,2,120,2.0,1,2,3196,3,1,5,3,2729,0,6,40.0,143,7,5,0,0,1456,1,3,1,43.0,4,0,2,4,1,0,12,2003
17234,7,2,2,2,60,3.5,1,2,19378,1,2,5,0,3854,0,6,456.0,239,9,2,1,0,1392,1,0,1,134.0,5,57,5,0,1,8,12,2005
10776,6,2,3,3,60,2.5,1,3,7056,45,3,5,45,2576,0,6,415.0,0,8,1,1,4,983,1,3,3,71.0,4,400,5,0,1,12,6,1963
7360,5,1,3,2,50,1.0,0,3,9600,82,2,8,13,2174,0,6,0.0,0,6,5,0,2,842,5,3,2,60.0,4,0,0,0,1,17,12,1925
11228,7,2,2,2,20,3.5,1,2,8814,3,3,5,3,3208,0,6,180.0,123,8,2,1,0,1604,1,3,1,68.0,0,1334,2,0,1,5,12,2006
8930,5,2,3,3,190,4.0,2,3,164660,43,1,6,43,3285,0,6,0.0,670,7,0,2,0,1619,1,0,1,85.0,4,1249,0,1,1,23,9,1965
9966,6,1,3,2,80,2.0,1,3,9600,53,0,6,12,2653,178,6,0.0,0,8,1,1,2,1661,3,3,3,80.0,4,831,7,0,1,12,0,1955
2520,4,1,2,3,180,2.0,0,3,1477,39,0,4,39,1260,0,6,0.0,0,3,2,1,4,630,1,3,1,21.0,4,509,6,4,1,10,5,1970
20200,10,3,0,0,20,3.5,1,0,12220,0,3,5,0,4026,0,6,305.0,156,9,2,1,0,2020,1,3,3,94.0,5,1436,2,0,1,16,5,2009
13320,8,2,2,2,60,3.5,0,2,8400,8,3,6,8,2475,0,6,0.0,0,6,2,1,0,810,1,3,1,70.0,4,643,5,0,1,14,12,2001
12852,7,2,2,2,20,2.0,1,2,9100,2,3,5,1,3696,0,6,0.0,120,8,2,0,0,1836,1,3,3,70.0,4,24,2,0,1,5,12,2004
11860,5,1,3,3,70,2.0,0,3,6600,117,3,4,44,3366,0,3,0.0,0,11,5,0,4,1378,1,3,1,60.0,4,0,5,0,2,17,13,1892
6505,5,2,3,1,30,1.0,0,3,6911,85,2,5,59,2446,0,2,0.0,0,5,3,0,4,1301,5,3,1,60.0,4,405,2,0,1,3,13,1924
8680,7,3,2,2,20,2.0,0,2,8556,1,0,5,1,2480,0,6,0.0,140,5,5,0,0,1240,1,3,1,74.0,4,0,2,0,1,5,12,2006
7464,6,1,3,3,20,1.5,2,3,11988,50,3,6,50,2488,0,6,0.0,0,6,4,0,0,1244,1,0,1,90.0,4,777,2,0,1,12,12,1957
14360,8,2,2,2,20,2.0,1,2,9742,6,3,5,6,3572,0,6,281.0,171,7,5,0,0,1795,1,3,3,75.0,4,0,2,0,1,5,12,2002
7002,6,2,2,2,20,3.0,0,3,9248,17,3,6,17,2325,0,6,106.0,120,6,2,1,2,1167,1,0,1,65.0,4,560,2,0,1,8,6,1992
12624,8,3,2,0,20,2.0,1,2,9262,1,3,5,0,3151,0,6,194.0,0,7,5,0,0,1578,1,3,1,78.0,5,0,2,0,1,21,5,2008
15264,8,2,2,2,60,2.5,0,2,14191,8,3,5,8,2875,0,6,0.0,135,9,5,0,0,993,1,3,1,85.0,4,0,5,0,1,23,12,2002
7188,6,0,3,3,50,1.0,0,3,5586,88,3,7,10,2099,0,6,0.0,0,7,5,0,2,1088,1,0,1,60.0,0,0,0,0,1,17,8,1920
15808,8,3,0,2,20,3.0,1,2,14977,1,1,5,0,3952,0,6,304.0,250,7,2,1,0,1976,1,0,1,110.0,5,1350,2,0,1,16,12,2006
5312,4,1,3,3,70,1.0,0,3,9906,81,3,4,56,2014,0,6,0.0,0,8,5,0,1,810,5,3,1,57.0,3,0,5,0,1,17,8,1925
6340,5,1,2,2,20,1.5,0,3,9286,32,0,7,20,2536,0,6,0.0,173,5,0,0,4,1268,5,0,1,70.0,4,196,2,0,1,5,6,1977
8750,7,2,2,2,160,2.5,0,2,4017,2,3,5,1,1875,0,6,0.0,0,5,5,0,0,625,5,0,1,35.0,4,0,5,4,1,21,8,2006
8320,5,0,3,3,90,2.0,0,3,9825,45,3,5,45,1664,0,6,0.0,0,8,5,0,4,1664,1,3,3,75.0,4,0,2,2,2,7,1,1965
8496,6,2,3,3,60,2.5,1,3,11700,38,3,6,38,2124,119,6,420.0,0,7,0,0,2,708,1,3,1,90.0,4,404,5,0,1,14,6,1968
13746,6,2,3,3,190,2.5,1,3,7200,97,2,6,9,3505,99,6,0.0,0,9,4,0,0,1260,5,3,3,60.0,4,1046,4,1,2,17,8,1910
11970,7,2,0,2,20,2.0,1,2,12118,5,2,5,4,3420,180,6,108.0,100,7,5,0,0,1710,1,0,3,43.0,4,0,2,0,1,11,12,2004
3080,5,1,3,3,30,1.0,0,3,6000,85,3,7,56,1232,0,6,0.0,0,4,3,0,2,616,5,3,1,50.0,4,616,2,0,1,3,13,1921
5250,5,1,3,3,20,2.0,0,3,10659,45,3,6,45,2100,0,6,0.0,0,6,4,1,4,1050,1,0,3,74.5,4,915,2,0,1,12,13,1961
7512,6,2,2,3,20,2.0,1,3,13500,48,1,7,33,2854,0,6,0.0,409,4,1,1,2,1252,1,3,0,80.0,4,429,2,0,1,4,3,1960
4950,5,2,2,3,20,2.0,0,3,8072,15,3,5,14,1980,0,6,0.0,0,5,0,1,0,990,5,3,1,60.0,4,746,2,0,1,5,12,1994
5390,5,1,3,2,20,2.0,0,3,9717,60,2,6,14,2156,0,6,0.0,366,5,2,1,2,1078,1,3,3,68.0,4,49,2,0,1,12,8,1950
12522,6,2,3,2,60,2.5,0,3,12205,41,1,8,0,2919,0,6,157.0,133,9,3,0,2,976,1,0,1,80.0,4,568,5,0,1,4,6,1966
8574,6,2,3,2,20,1.5,2,3,14585,47,3,6,20,2573,0,6,85.0,216,7,1,0,0,1429,1,0,1,74.5,4,594,2,0,1,12,13,1960
9060,5,2,2,2,190,2.0,1,3,7630,110,3,9,14,2172,0,6,0.0,344,8,5,0,2,1032,5,3,1,76.0,4,0,5,1,2,17,13,1900
6828,6,1,3,3,80,1.5,0,3,10482,49,0,8,49,1726,0,6,63.0,224,6,2,0,0,1138,1,3,3,65.0,4,507,7,0,1,12,12,1958
7420,5,2,2,3,20,2.0,1,3,12243,36,0,6,36,2968,180,6,0.0,224,7,0,0,2,1484,1,0,1,70.0,4,998,2,0,1,14,9,1971
10899,7,2,2,2,120,2.0,1,2,3196,3,1,5,2,2931,0,6,18.0,143,7,5,0,0,1557,1,3,1,43.0,4,0,2,4,1,0,12,2003
4784,4,2,3,3,30,2.0,0,3,4800,91,3,7,17,2392,0,6,0.0,0,5,3,1,0,1196,5,3,1,40.0,4,197,2,0,1,9,8,1916
4320,5,2,3,3,20,2.0,0,3,9100,48,3,5,48,1728,0,6,0.0,0,5,1,1,4,864,5,3,1,70.0,4,521,2,0,1,12,12,1958
5280,5,1,3,3,20,1.5,0,3,9250,53,3,7,2,2112,0,6,0.0,390,6,1,0,4,1056,1,3,1,80.0,4,480,2,0,1,12,13,1954
20208,8,3,2,2,60,3.5,1,2,10120,12,3,5,12,3691,0,6,391.0,309,8,2,1,0,1203,1,3,3,92.0,4,740,5,0,1,15,12,1994
8015,7,2,2,2,120,2.0,1,2,3182,4,3,5,3,2290,0,6,11.0,100,5,2,0,0,1145,1,3,1,43.0,4,16,2,4,1,0,12,2005
5460,5,1,3,3,20,1.5,1,3,11616,47,3,5,47,2184,0,6,116.0,0,6,3,0,4,1092,1,3,1,70.5,4,170,2,0,1,19,13,1962
7160,5,2,1,3,70,2.0,0,3,9600,97,3,7,5,1696,0,6,0.0,270,7,5,0,0,768,5,3,1,60.0,0,0,5,0,1,17,13,1910
8352,6,2,3,3,20,2.5,2,3,11900,51,3,5,51,2784,192,6,387.0,0,6,4,1,4,1392,1,0,1,80.0,4,1040,2,0,1,12,6,1957
8736,6,2,2,2,60,2.5,1,2,8461,1,3,5,0,2184,0,6,0.0,0,8,5,0,0,728,1,3,1,65.0,5,0,5,0,1,5,12,2005
5265,5,1,3,2,20,2.5,0,2,10007,49,3,7,2,2106,0,6,54.0,0,5,0,1,0,1053,1,0,1,72.0,4,806,2,0,1,12,6,1959
20370,6,0,3,1,190,2.0,0,1,10896,93,3,7,12,4320,0,6,0.0,0,14,3,0,0,1440,1,3,3,60.0,0,256,3,1,2,18,12,1914
6435,5,2,3,2,20,2.0,1,3,9830,51,3,7,4,2350,182,6,0.0,364,7,0,1,0,1287,5,0,1,74.5,4,72,2,0,1,12,13,1959
3890,5,1,3,3,30,1.0,1,3,6900,68,3,6,53,1518,0,6,0.0,0,4,0,0,0,778,5,3,1,71.0,4,403,2,0,1,9,12,1940
6552,6,1,3,3,160,1.5,0,3,1680,39,3,5,39,1617,0,6,381.0,0,6,5,0,4,525,5,3,1,21.0,3,0,5,3,1,2,6,1971
2988,4,2,1,3,30,1.0,0,3,5825,80,2,5,53,1347,0,6,108.0,0,5,5,0,2,747,5,0,1,52.0,4,0,2,0,1,3,8,1926
12131,7,2,2,2,60,2.5,1,2,12394,4,1,5,4,2580,0,6,0.0,100,7,5,0,0,847,3,0,1,65.0,3,0,5,0,1,8,12,2003
13168,8,3,2,2,20,2.0,1,2,10656,1,0,5,0,3284,0,6,274.0,192,6,5,0,0,1646,1,0,1,67.0,5,0,2,0,1,23,12,2006
15043,7,2,0,2,50,2.5,1,2,12822,6,3,5,6,3583,198,6,0.0,168,6,2,1,0,1518,1,0,1,48.0,0,1351,0,0,1,11,12,2003
7910,5,2,3,3,20,2.5,0,3,36500,42,0,5,42,3206,0,6,621.0,168,7,4,0,1,1582,1,0,1,80.0,4,812,2,0,1,4,13,1964
13936,8,2,3,2,70,1.5,1,2,17671,127,3,9,23,2658,0,6,0.0,0,8,1,0,2,916,1,3,1,121.0,4,216,5,0,1,17,13,1882
4160,4,2,3,3,20,2.0,0,3,25286,44,1,5,44,2104,0,6,0.0,0,5,0,1,2,1040,1,3,1,94.0,4,633,2,0,1,11,6,1963
4560,5,1,3,3,20,1.0,0,3,10150,49,3,5,49,1824,0,6,0.0,0,5,4,0,0,912,1,3,1,70.0,4,456,2,0,1,12,13,1958
17584,8,3,2,2,60,3.5,1,2,14260,8,0,5,8,3343,0,6,350.0,192,9,2,1,0,1145,1,0,1,84.0,4,655,5,0,1,15,12,2000
8400,5,2,3,3,90,2.0,0,3,11500,31,3,6,31,3360,0,6,164.0,0,8,5,0,1,1680,5,0,1,80.0,4,0,2,2,2,14,12,1976
27576,8,3,3,2,50,3.5,2,3,14100,73,2,9,11,4175,0,6,632.0,314,11,4,0,0,1968,3,0,1,68.0,4,192,0,0,1,6,11,1935
6580,5,2,3,3,50,2.0,0,3,5500,81,3,7,9,1852,0,6,0.0,0,6,3,1,4,926,5,3,1,50.0,4,234,0,0,1,17,13,1929
13005,5,2,3,3,70,3.5,0,3,9842,87,3,6,10,3213,0,6,0.0,183,8,5,0,0,990,3,3,1,51.0,4,0,5,0,1,18,8,1921
6825,5,2,3,3,160,1.5,0,3,2368,39,3,6,39,2130,0,2,0.0,0,7,3,0,4,765,1,3,1,24.0,4,765,5,4,1,2,6,1970
8806,7,3,0,2,120,2.0,1,2,3922,1,0,5,0,2516,0,6,72.0,144,6,5,0,0,1258,1,3,1,53.0,5,0,2,4,1,0,14,2006
12592,8,3,2,2,20,2.0,1,2,11957,2,3,5,2,3148,0,6,53.0,144,7,2,0,0,1574,1,0,1,75.0,4,24,2,0,1,21,12,2006
5480,5,1,3,3,20,2.0,0,3,15870,37,2,5,37,2192,0,6,0.0,240,6,1,1,0,1096,1,0,1,74.5,0,75,2,0,1,12,12,1969
5922,6,1,3,3,160,2.5,0,3,1680,35,3,5,35,1470,0,6,158.0,0,5,1,1,4,483,5,3,1,21.0,4,330,5,3,1,2,6,1973
11956,7,2,2,2,160,2.0,0,2,3363,2,3,5,2,2684,0,0,117.0,0,7,5,0,0,976,5,3,1,32.0,4,0,5,4,1,7,12,2004
24451,7,3,3,2,75,3.0,1,3,18386,128,3,9,6,4963,0,6,0.0,302,10,5,0,0,1675,1,3,1,87.0,4,0,3,0,1,17,5,1880
14016,8,2,2,3,50,2.0,0,2,12134,22,0,7,5,2311,0,6,0.0,325,8,2,0,2,1080,2,0,1,152.0,4,427,0,0,1,8,13,1988
14252,7,2,2,3,20,4.0,2,3,215245,44,1,5,44,4172,0,6,0.0,0,8,0,2,4,2036,1,2,3,150.0,4,1236,2,0,1,23,3,1965
6720,5,1,2,3,50,1.0,0,3,6240,70,3,4,56,2240,0,6,0.0,200,7,5,0,2,896,5,3,1,52.0,4,0,0,0,1,3,8,1936
5545,5,1,3,3,80,1.5,0,3,10500,36,0,7,2,1481,0,6,82.0,35,5,0,0,4,576,3,3,2,70.0,4,349,7,0,1,12,8,1971
8820,6,2,2,3,60,2.5,0,3,13869,10,0,6,10,2264,0,6,0.0,0,6,2,0,2,794,1,1,1,65.0,4,182,5,0,1,8,12,1997
4760,5,2,3,3,20,2.0,0,3,7350,57,2,7,57,1904,0,6,0.0,0,4,0,1,4,952,5,3,1,60.0,0,852,2,0,1,12,6,1951
10080,6,2,2,2,20,3.0,1,2,21695,21,3,9,2,2560,0,6,260.0,292,5,2,1,0,1680,1,0,3,68.0,4,808,2,0,1,6,13,1988
9096,6,2,3,3,20,1.5,0,3,10004,45,3,6,45,3032,152,6,180.0,0,6,4,0,4,1516,1,3,1,100.0,4,196,2,0,1,12,6,1964
13872,8,3,0,0,20,3.0,1,2,12085,0,3,5,0,3468,0,6,328.0,0,7,2,1,0,1734,1,3,3,93.0,5,1004,2,0,1,16,12,2007
12016,8,2,2,2,120,2.5,0,2,6820,25,0,5,25,2990,140,6,0.0,0,4,2,1,4,1502,1,0,1,53.5,4,368,2,4,1,22,6,1985
11382,7,2,2,2,160,2.0,0,2,2268,6,3,5,5,2390,0,6,106.0,0,6,2,0,0,764,3,3,1,36.0,4,567,5,3,1,16,12,2003
